company_name,founded_year,company_hq_location,sector,company_description,founders,investor,amount_usd,funding_round,funding_month,funding_year
Mensa,2021.0,Bengaluru,D2C,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital",135000000.0,Series B,11,2021
GENLEAP,2021.0,Haryana,Professional Training & Coaching,GenLeap is India’s first self-discovery and career lifecycle management platform.,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh",8000000.0,Seed,11,2021
Planys,2015.0,Chennai,Maritime,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell",1600000.0,Pre-Series A,11,2021
Wonderchef,2009.0,Mumbai,Consumer Goods,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",Ravi Saxena,"Sixth Sense Ventures, Godrej Family office, Malpani Group",20000000.0,Unknown,11,2021
GoKwik,2020.0,New Delhi,Information Technology & Services,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India,15000000.0,Series A,11,2021
Velocity,2020.0,Bengaluru,Financial Services,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.","Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures,20000000.0,Series A,11,2021
SalaryBox,2020.0,Gurugram,Financial Services,SalaryBox is solution that makes employee management effortless.,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram",4000000.0,Seed,11,2021
Boingg,2019.0,Gurugram,Furniture,D2C furniture brand,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures,200000.0,Seed,11,2021
Better Capital,2006.0,Santra,Venture Capital & Private Equity,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",Vaibhav Domkundwar,,15000000.0,Unknown,11,2021
Tickertape,2019.0,Bengaluru,Financial Services,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",Ujjwal Ankur,Smallcase,5000000.0,Unknown,11,2021
Zenpay Solutions,2019.0,New Delhi,Financial Services,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",Ankit Bhargava,"The StarupLab, AngelBay",undisclosed,Unknown,11,2021
Disprz,2015.0,Mumbai,E-Learning,An AI-powered right skilling suite that helps enterprises unlock business potential.,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital",13000000.0,Series B,11,2021
Arbo Works,2021.0,Mountain View,Computer Software,Finance technology,Caesar Sengupta,Sequoia Capital,undisclosed,Unknown,11,2021
Inzpira,2021.0,Thiruvananthapuram,E-Learning,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.","Rohith Namboothiri, Sruthy Ramesh","Raj Nair, Gopinath Latpate",300000.0,Seed,11,2021
Defy,2021.0,Bengaluru,Financial Services,Building India's first social crypto exchange,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar","Y Combinator, Goat VC, JAM Fund, Goodwater Capital",5500000.0,Unknown,11,2021
Mindhouse,2019.0,Gurugram,"Health, Wellness & Fitness",Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst",6000000.0,Seed,11,2021
Homversity,2017.0,Ahmedabad,Housing Marketplace,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,Saurav Kumar Sinha,,155000.0,Unknown,11,2021
Toppersnotes,2015.0,Jaipur,Education Management,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.","Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures,1000000.0,Seed,11,2021
NoBroker.com,2014.0,Bengaluru,Real Estate,NoBroker is a disruptive force in the Real Estate Industry.,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures",2100000.0,Series E,11,2021
Haber,2017.0,Pune,Industrial Automation,"Real-time, automated insights to increase plant efficiency","Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital,20000000.0,Series B,11,2021
True Balance,2014.0,Gurugram,Financial Services,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",Cheolwon Lee,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja",30000000.0,Unknown,11,2021
Recordent,2018.0,Hyderabad,Financial Services,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,Winny Patro,"Family Office of Kantamaneni, IIM Calcutta Innovation Park",400000.0,Unknown,11,2021
Koparo,2020.0,New Delhi,Consumer Goods,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",700000.0,Seed,11,2021
Indifi,2015.0,Gurugram,Financial Services,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,Alok Mittal,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",40000000.0,Unknown,11,2021
Settl,2020.0,Bengaluru,Real Estate,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle",500000.0,Seed,11,2021
Park+,2019.0,New Delhi,Tech,Building an eco-system for car owners which will be a one-stop solution for all their needs.,Amit Lakhotia,"Sequoia Capital, Matrix Partners",25000000.0,Series B,11,2021
Simple Energy,2019.0,Bengaluru,Automotive,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,Suhas Rajkumar,,21000000.0,Unknown,11,2021
Dream Sports,2008.0,Mumbai,Sports,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",Harsh Jain,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global",840000000.0,Unknown,11,2021
Spinny,2015.0,Gurugram,Automotive,Spinny is a new age used car end-to-end platform in India.,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global",248000000.0,Series E,11,2021
Rentomojo,2014.0,Bengaluru,Furniture Rental,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",Geetansh Bamania,"Accel, Bain Capital",10000000.0,Unknown,11,2021
Slice,2015.0,Bengaluru,Financial Services,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards","Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners",220000000.0,Series B,11,2021
21K School,2020.0,Bengaluru,E-Learning,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.","Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala,5000000.0,Pre-Series A,11,2021
Adda247,2016.0,Gurugram,E-Learning,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for competitive exams","Anil Nagar, Saurabh Bansal",WestBridge Capital,20000000.0,Series B,11,2021
Loop Health,2018.0,Pune,Hospital & Health Care,India's first health insurance with unlimited primary care for employees.,"Amrit Singh, Mayank Kale","Elevation, General Catalyst",12000000.0,Unknown,10,2021
Rupifi,2020.0,Bengaluru,Financial Services,Embedded Lending for Small Businesses,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital,1000000.0,Debt,10,2021
RENEE Cosmetics,2019.0,Ahmedabad,Cosmetics,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.","Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns",1500000.0,Pre-Series A,10,2021
Svish,2020.0,Gurugram,Consumer Goods,D2C personal hygiene startup,"Ishan, Jaideep Mahajan",Nueva,400000.0,Seed,10,2021
Progcap,2016.0,New Delhi,Fintech,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm","Pallavi Shrivastava, Himanshu Chandra",Tiger Global,30000000.0,Series C,10,2021
Smartstaff,2020.0,Bengaluru,Recruitment,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy","Blume Ventures, Nexus Venture Partners",4300000.0,Unknown,10,2021
D’Moksha Homes,2020.0,Mumbai,Textiles,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.","Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat",570000.0,Seed,10,2021
ANS Commerce,2017.0,Gurugram,E-Commerce,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts",2200000.0,Pre-Series A,10,2021
Mobileware Technologies,2008.0,Mumbai,Information Technology & Services,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.","Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services,4700000.0,Unknown,10,2021
GramCover,2016.0,Noida,Insurance,GramCover is a tech-enabled insurance marketplace for rural India.,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures",7000000.0,Series A,10,2021
BYJU'S,2011.0,Bengaluru,Edtech,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,"Byju Raveendran, Divya Gokulnath","Oxshott Capital Partners, XN Exponent, Edelweiss",300000000.0,Unknown,10,2021
Hyperface,2021.0,Bengaluru,Information Technology & Services,Empowering Brands and Fintechs to offer banking products contextually to their customers.,"Ramanathan RV, Aishwarya Jaishankar","Kunal Shah, Better Capital",1300000.0,Unknown,10,2021
Licious,2015.0,Bengaluru,Food & Beverages,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.","Vivek Gupta, Abhay",,52000000.0,Series G,10,2021
Chalo,2014.0,Mumbai,Mobility,India’s #1 bus transport technology company.,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital",40000000.0,Series C,10,2021
Kaar Technologies,2005.0,Chennai,Information Technology & Services,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",Maran Nagarajan,BlackSoil,4000000.0,Unknown,10,2021
Kissan Pro,2021.0,Jharkhand,Farming,"Full stack solution on agri advisory, input purchase and market linkage",Ravi Dasoundhi,EKKI,undisclosed,Unknown,10,2021
Sunstone Eduversity,2011.0,Gurugram,Edtech,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,"Ashish Munjal, Piyush Nangru",WestBridge Capital,28000000.0,Series B,10,2021
Ozonetel,2007.0,Hyderabad,Telecommunications,Ozonetel is leading Cloud Telephony solution provider.,"CSN Murthy, Atul Sharma",Stakeboat Capital,5000000.0,Series A,10,2021
CoinSwitch Kuber,2017.0,Bengaluru,Crypto,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.","Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Coinbase Ventures, Andreessen Horowitz",260000000.0,Series C,10,2021
Pazcare,2020.0,Bengaluru,Insurance,Paz Care is India's leading Employee Benefits & Health insurance platform,"Sanchit Malik, Manish Mishra","BEENEXT, 3one4 Capital",3500000.0,Seed,10,2021
kWh Bikes,2020.0,Bengaluru,Automotive,Building India’s strongest and smartest electric 2 wheelers,"Siddharth Janghu, Kartik Gupta, Anupriya","Let’s Venture, Better Capital",2000000.0,Seed,10,2021
IBSFINtech,2006.0,Bengaluru,Information Technology & Services,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.","C M Grover, TM Manjunath",,1000000.0,Pre-Series A,10,2021
LeadSquared,2011.0,Bengaluru,Computer Software,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",Nilesh Patel,International Finance Corporation,undisclosed,Unknown,10,2021
Phool.co,2017.0,Kanpur,Renewables & Environment,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,Ankit Agarwal,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation",undisclosed,Unknown,10,2021
Twin Health,2018.0,Chennai,"Health, Wellness & Fitness",Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors",140000000.0,Series C,10,2021
Trica,2021.0,Mumbai,Equity Management,Powering private markets - A technology platform for startups and investors.,Nimesh Kampani,LetsVenture,3000000.0,Seed,10,2021
mHealth,2020.0,New Delhi,"Health, Wellness & Fitness",mHealth is AI based corporate wellness platform to spread happiness & well-being,"Rajesh Munjal, Balwinder Singh, Monika Garg",India Accelerator,undisclosed,Seed,10,2021
Rebel Foods,2011.0,Mumbai,Cloud Kitchen,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.","Jaydeep Barman, Kallol Banerjee.",Qatar Investment Authority,175000000.0,Series F,10,2021
ProfitWheel,2020.0,Mumbai,Marketing & Advertising,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,"Vivek Bhargava, Gautam Mehra, Aman Khanna","Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani",3000000.0,Seed,10,2021
Log 9 Materials,2014.0,Bengaluru,Nanotechnology,Log9 Materials is on a mission to make global energy 100% clean.,Akshay Singhal,Petronas Ventures,2000000.0,Unknown,10,2021
Chingari,2018.0,Bengaluru,Entertainment,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",Sumit Ghosh,Solana,19000000.0,Unknown,10,2021
Ishitva,2018.0,Ahmedabad,Computer Software,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",Jitesh Dadlani,Inflection Point Ventures,1000000.0,Pre-Series A,10,2021
Ola Electric,2017.0,Bengaluru,Automotive,Sustainability for the future.,Bhavish Aggarwal,"Falcon Edge, Softbank",200000000.0,Unknown,10,2021
leap.club,2014.0,Gurugram,Community Platform,A community-led professional network for women,"Ragini Das, Anand Sinha","Enzia Ventures, Kunal Shah",810000.0,Pre-Series A,10,2021
F5,2018.0,New Delhi,Retail,One-Stop Solution for Daily Workplace Needs,"Raghav Arora, Lalit Aggarwal",Auxano Capital,600000.0,Pre-Series A,10,2021
ForeignAdmits,2018.0,Bengaluru,Higher Education,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures,400000.0,Seed,10,2021
SALT,2019.0,Bengaluru,Financial Services,Salt is a neo-banking experience created to cater to international businesses.,"Ankit Parasher, Udita Pal","Prashant Pansare, Supermorpheus",500000.0,Pre-Seed,10,2021
